Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
369,Suzuki Alto,2016,123211,Engine,Exhaust Smoke,Major,Valve Seals,Order Required,Authorized,15,Pallimulla,Thursday,Morning,15.0
370,Suzuki Alto,2021,49070,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Local,4,Hiththetiya,Wednesday,Afternoon,1.4
371,Suzuki Alto,2019,65283,Electrical,Alternator Belt,Minor,Alternator Belt,In Stock,Authorized,15,Grandpass,Tuesday,Evening,1.25
372,Suzuki Alto,2015,134605,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Authorized,16,Ratmalana,Friday,Afternoon,7.0
373,Suzuki Alto,2011,162109,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,3,Maradana,Saturday,Morning,1.9
374,Suzuki Alto,2021,44300,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Local,1,Maradana,Saturday,Evening,13.5
375,Suzuki Alto,2017,113529,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,5,Havelock Town,Friday,Afternoon,2.0
376,Suzuki Alto,2011,176774,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,Order Required,Authorized,18,Walgama,Wednesday,Morning,6.5
377,Suzuki Alto,2015,123458,Body,Door Lock Issue,Minor,Door Lock Mechanism,Order Required,Authorized,22,Nupe,Thursday,Morning,2.5
378,Suzuki Alto,2015,135814,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Authorized,13,Gandara,Saturday,Afternoon,13.0
379,Suzuki Alto,2013,161667,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Local,1,Meddawatta,Monday,Afternoon,3.0
380,Suzuki Alto,2021,44930,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,Order Required,Authorized,4,Pasgoda,Tuesday,Evening,10.5
381,Suzuki Alto,2014,128437,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,9,Kesbewa,Friday,Evening,2.0
382,Suzuki Alto,2016,117113,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,13,Ratmalana,Friday,Morning,2.0
383,Suzuki Alto,2017,106153,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,4,Weligama,Monday,Afternoon,4.5
384,Suzuki Alto,2017,115984,Engine,Head Gasket Leak,Major,Head Gasket Kit,Order Required,Local,7,Akuressa,Thursday,Afternoon,23.5
385,Suzuki Alto,2018,86354,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Authorized,19,Dondra,Friday,Evening,7.0
386,Suzuki Alto,2020,70572,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Authorized,9,Gandara,Friday,Evening,5.0
387,Suzuki Alto,2021,63524,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,9,Devinuwara,Tuesday,Afternoon,2.5
388,Suzuki Alto,2014,147735,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,5,Havelock Town,Friday,Afternoon,3.5
389,Suzuki Alto,2020,70614,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,3,Gandara,Friday,Afternoon,1.5
390,Suzuki Alto,2021,56152,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Authorized,12,Pallimulla,Thursday,Morning,3.5
391,Suzuki Alto,2015,118985,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Authorized,22,Borella,Monday,Evening,5.5
392,Suzuki Alto,2018,101180,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Local,13,Slave Island,Thursday,Evening,1.7
393,Suzuki Alto,2020,73148,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Local,5,Havelock Town,Tuesday,Evening,4.0
394,Suzuki Alto,2017,93818,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Authorized,25,Pitabeddara,Monday,Morning,10.0
395,Suzuki Alto,2013,161996,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,In Stock,Authorized,11,Hiththetiya,Saturday,Afternoon,5.0
396,Suzuki Alto,2011,169113,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Local,1,Dikwella,Tuesday,Evening,7.5
397,Suzuki Alto,2021,43137,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Local,19,Padukka,Monday,Evening,9.0
398,Suzuki Alto,2014,149085,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,6,Kollupitiya,Tuesday,Evening,0.2
399,Suzuki Alto,2020,60945,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,6,Weligama,Monday,Morning,2.5
400,Suzuki Alto,2021,65118,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Local,7,Nawimana,Friday,Evening,6.5
401,Suzuki Alto,2014,133848,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,3,Kamburupitiya,Saturday,Morning,5.0
402,Suzuki Alto,2017,90119,AC,AC Belt,Minor,AC Belt,In Stock,Authorized,11,Thihagoda,Wednesday,Afternoon,2.0
403,Suzuki Alto,2013,153892,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Authorized,20,Dondra,Tuesday,Afternoon,1.1
404,Suzuki Alto,2018,100273,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Authorized,6,Gandara,Saturday,Evening,5.5
405,Suzuki Alto,2019,71426,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Authorized,12,Mulatiyana,Friday,Afternoon,1.8
406,Suzuki Alto,2019,74292,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,1,Maradana,Thursday,Afternoon,1.8
407,Suzuki Alto,2016,111857,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,14,Dondra,Friday,Afternoon,1.8
408,Suzuki Alto,2018,84106,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Local,2,Pallimulla,Saturday,Morning,1.4
409,Suzuki Alto,2013,163783,Suspension,Strut Mount,Moderate,Strut Mounting,Order Required,Authorized,15,Pallimulla,Wednesday,Afternoon,5.5
410,Suzuki Alto,2016,127496,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,20,Devinuwara,Saturday,Morning,0.9
411,Suzuki Alto,2021,48913,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,18,Hakmana,Tuesday,Morning,1.0
412,Suzuki Alto,2017,109916,Brake,Weak Braking,Moderate,Brake Pads+Rotors,In Stock,Local,11,Malimbada,Friday,Afternoon,7.0
413,Suzuki Alto,2013,160159,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Local,1,Ratmalana,Wednesday,Evening,3.0
414,Suzuki Alto,2018,78551,Brake,Weak Braking,Moderate,Brake Pads+Rotors,In Stock,Authorized,4,Pallimulla,Tuesday,Morning,7.0
415,Suzuki Alto,2021,47963,Suspension,Strut Mount,Moderate,Strut Mounting,In Stock,Local,7,Hiththetiya,Tuesday,Morning,6.5
416,Suzuki Alto,2020,62806,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Local,24,Pallimulla,Monday,Morning,1.0
417,Suzuki Alto,2018,102439,Body,Side Mirror Broken,Minor,Side Mirror,In Stock,Local,11,Slave Island,Saturday,Afternoon,3.0
418,Suzuki Alto,2012,149357,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Local,7,Dondra,Tuesday,Afternoon,9.5
419,Suzuki Alto,2017,114338,Engine,Overheating (Thermostat+Coolant),Major,Thermostat+Coolant,In Stock,Authorized,25,Ratmalana,Wednesday,Evening,2.5
420,Suzuki Alto,2016,107696,Electrical,Sensor Malfunction,Minor,O2 Sensor,Order Required,Local,4,Paburana,Thursday,Evening,8.0
421,Suzuki Alto,2015,132269,Transmission,Clutch Slipping,Major,Clutch Kit Complete,Order Required,Authorized,13,Bambalapitiya,Friday,Evening,9.0
422,Suzuki Alto,2021,43395,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,15,Paburana,Friday,Morning,1.1
423,Suzuki Alto,2019,72328,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Local,3,Akuressa,Monday,Morning,5.5
424,Suzuki Alto,2016,113070,Electrical,Wiper Motor Failure,Minor,Wiper Motor,In Stock,Local,3,Matara,Friday,Evening,2.5
425,Suzuki Alto,2013,144463,Engine,Overheating (Thermostat+Coolant),Major,Thermostat+Coolant,In Stock,Local,6,Pasgoda,Thursday,Morning,4.5
426,Suzuki Alto,2017,106328,Engine,Oil Pump Failure,Major,Oil Pump,In Stock,Authorized,6,Pitabeddara,Monday,Afternoon,12.5
427,Suzuki Alto,2016,112294,AC,Evaporator Leak,Major,Evaporator Core,In Stock,Authorized,6,Kollupitiya,Wednesday,Afternoon,9.0
428,Suzuki Alto,2021,45989,Engine,Engine Knocking,Major,Connecting Rod Bearings,Order Required,Local,6,Thalalla,Wednesday,Evening,16.0
429,Suzuki Alto,2017,106810,AC,AC Belt,Minor,AC Belt,In Stock,Authorized,14,Gandara,Tuesday,Morning,1.2
430,Suzuki Alto,2019,83985,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Local,17,Akuressa,Thursday,Afternoon,1.0
431,Suzuki Alto,2017,104332,Transmission,Gear Selector Cable,Minor,Selector Cable,Order Required,Authorized,5,Kolonnawa,Tuesday,Morning,4.5
432,Suzuki Alto,2020,52673,Electrical,ECU Error,Moderate,ECU Reprogram,In Stock,Authorized,7,Dehiwala,Wednesday,Afternoon,2.0
433,Suzuki Alto,2020,56557,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,Order Required,Authorized,12,Hiththetiya,Friday,Afternoon,2.0
434,Suzuki Alto,2013,148343,Electrical,Sensor Malfunction,Minor,O2 Sensor,In Stock,Authorized,5,Dondra,Tuesday,Afternoon,2.5
435,Suzuki Alto,2015,122369,Engine,Piston Ring Wear,Major,Piston Rings+Honing,In Stock,Authorized,11,Borella,Tuesday,Afternoon,16.0
436,Suzuki Alto,2021,66253,Body,Side Mirror Broken,Minor,Side Mirror,Order Required,Local,6,Kolonnawa,Wednesday,Evening,3.5
437,Suzuki Alto,2018,88748,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Local,7,Devinuwara,Friday,Morning,15.0
438,Suzuki Alto,2020,69017,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Authorized,15,Kollupitiya,Thursday,Morning,1.0
439,Suzuki Alto,2021,44930,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Local,4,Ratmalana,Thursday,Evening,17.0
440,Suzuki Alto,2011,182316,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,3,Pasgoda,Thursday,Morning,3.0
441,Suzuki Alto,2018,82841,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Local,13,Nawimana,Tuesday,Evening,2.5
442,Suzuki Alto,2014,127375,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,16,Kaduwela,Saturday,Morning,1.2
443,Suzuki Alto,2020,69024,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Local,5,Nupe,Tuesday,Evening,0.9
444,Suzuki Alto,2014,129424,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Local,15,Pasgoda,Friday,Evening,3.0
445,Suzuki Alto,2015,116525,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,7,Dikwella,Thursday,Evening,1.7
446,Suzuki Alto,2020,54955,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Authorized,7,Slave Island,Friday,Evening,3.0
447,Suzuki Alto,2020,62317,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,6,Kollupitiya,Friday,Morning,1.5
448,Suzuki Alto,2012,167557,Engine,Head Gasket Leak,Major,Head Gasket Kit,Order Required,Local,13,Akuressa,Thursday,Afternoon,21.0
449,Suzuki Alto,2020,59994,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Local,12,Weligama,Monday,Evening,2.0
450,Suzuki Alto,2019,86951,Brake,Weak Braking,Moderate,Brake Pads+Rotors,Order Required,Local,1,Kirulapone,Saturday,Afternoon,9.5
451,Suzuki Alto,2017,103645,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,11,Kesbewa,Thursday,Morning,1.2
452,Suzuki Alto,2011,181043,Brake,Master Cylinder Failure,Major,Master Cylinder,Order Required,Authorized,8,Meddawatta,Tuesday,Morning,12.0
453,Suzuki Alto,2016,118685,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,In Stock,Authorized,19,Padukka,Monday,Morning,3.0
454,Suzuki Alto,2018,99232,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Local,6,Kolonnawa,Thursday,Afternoon,2.0
455,Suzuki Alto,2021,60348,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,4,Nawimana,Saturday,Morning,1.3
456,Suzuki Alto,2019,79829,Electrical,Sensor Malfunction,Minor,O2 Sensor,In Stock,Local,21,Paburana,Friday,Evening,2.5
457,Suzuki Alto,2015,139142,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Local,24,Weligama,Friday,Afternoon,4.0
458,Suzuki Alto,2021,52708,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,25,Dikwella,Saturday,Afternoon,2.0
459,Suzuki Alto,2017,102698,Engine,Timing Belt Failure,Major,Timing Belt Kit,In Stock,Authorized,7,Kolonnawa,Thursday,Evening,8.5
460,Suzuki Alto,2012,159837,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,In Stock,Local,2,Weligama,Thursday,Afternoon,4.0
461,Suzuki Alto,2017,99480,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,23,Hiththetiya,Wednesday,Morning,5.5
462,Suzuki Alto,2017,102428,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Local,11,Kirulapone,Saturday,Evening,4.5
463,Suzuki Alto,2017,97971,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Local,16,Bambalapitiya,Thursday,Afternoon,2.5
464,Suzuki Alto,2017,113323,AC,AC Filter,Minor,Cabin Filter,In Stock,Authorized,24,Weligama,Friday,Evening,1.0
465,Suzuki Alto,2011,178955,Body,Side Mirror Broken,Minor,Side Mirror,Order Required,Local,16,Gandara,Friday,Morning,1.1
466,Suzuki Alto,2021,64252,Suspension,Strut Mount,Moderate,Strut Mounting,In Stock,Local,12,Dikwella,Thursday,Afternoon,3.5
467,Suzuki Alto,2012,169641,Engine,Water Pump Leak,Major,Water Pump,In Stock,Authorized,6,Hakmana,Wednesday,Morning,15.0
468,Suzuki Alto,2019,64942,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Local,7,Ratmalana,Friday,Evening,2.0
469,Suzuki Alto,2017,88144,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Local,10,Dehiwala,Friday,Morning,1.3
470,Suzuki Alto,2020,74738,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Authorized,4,Mulatiyana,Friday,Afternoon,4.0
471,Suzuki Alto,2020,73939,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Local,2,Padukka,Saturday,Evening,3.0
472,Suzuki Alto,2014,124888,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,12,Thalalla,Friday,Morning,2.0
473,Suzuki Alto,2016,114246,AC,AC Gas Refill,Minor,Refrigerant Gas,In Stock,Authorized,5,Seethawaka,Monday,Afternoon,3.0
474,Suzuki Alto,2019,92921,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Authorized,2,Ratmalana,Tuesday,Afternoon,11.0
475,Suzuki Alto,2020,68626,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Local,12,Padukka,Monday,Afternoon,1.4
476,Suzuki Alto,2018,91386,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Authorized,9,Borella,Tuesday,Afternoon,11.0
477,Suzuki Alto,2014,125135,Engine,Engine Mount Worn,Moderate,Engine Mount Set,Order Required,Local,7,Hiththetiya,Tuesday,Afternoon,12.0
478,Suzuki Alto,2021,49136,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,4,Dondra,Monday,Morning,1.6
479,Suzuki Alto,2013,155963,Electrical,Complete Alternator Failure,Major,Alternator Complete,Order Required,Authorized,8,Bambalapitiya,Tuesday,Afternoon,13.0
480,Suzuki Alto,2015,122432,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Local,7,Akuressa,Thursday,Afternoon,1.1
481,Suzuki Alto,2019,86342,Engine,Coolant Leak,Moderate,Radiator Hose,In Stock,Authorized,4,Maradana,Friday,Evening,2.5
482,Suzuki Alto,2015,131126,AC,Blower Motor Issues,Minor,Blower Motor,Order Required,Authorized,17,Padukka,Wednesday,Morning,1.75
483,Suzuki Alto,2013,138458,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Local,5,Thalalla,Thursday,Afternoon,6.0
484,Suzuki Alto,2019,83832,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Authorized,2,Thihagoda,Friday,Morning,2.0
485,Suzuki Alto,2014,132312,Engine,Timing Belt Failure,Major,Timing Belt Kit,In Stock,Authorized,5,Nawimana,Tuesday,Afternoon,14.5
486,Suzuki Alto,2021,52102,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Local,17,Walgama,Thursday,Afternoon,3.0
487,Suzuki Alto,2019,85027,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Authorized,3,Gandara,Thursday,Afternoon,7.5
488,Suzuki Alto,2019,69645,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,Order Required,Local,12,Gandara,Tuesday,Morning,4.0
489,Suzuki Alto,2021,53168,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,24,Matara,Thursday,Evening,1.7
490,Suzuki Alto,2015,130580,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,Order Required,Local,4,Thalalla,Thursday,Evening,4.0
491,Suzuki Alto,2020,64315,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Authorized,6,Nupe,Friday,Afternoon,2.0
492,Suzuki Alto,2020,70192,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Local,17,Nupe,Saturday,Afternoon,4.5
493,Suzuki Alto,2020,74959,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Local,14,Nupe,Monday,Evening,4.0
494,Suzuki Alto,2017,106882,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,5,Weligama,Thursday,Afternoon,2.5
495,Suzuki Alto,2021,45348,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Authorized,14,Gandara,Saturday,Afternoon,3.5
496,Suzuki Alto,2020,73741,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,15,Meddawatta,Thursday,Evening,5.0
497,Suzuki Alto,2014,144130,Body,Side Mirror Broken,Minor,Side Mirror,In Stock,Local,10,Nupe,Wednesday,Afternoon,1.7
498,Suzuki Alto,2017,105370,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,18,Mulatiyana,Friday,Evening,3.5
499,Suzuki Alto,2017,113534,Body,Window Glass Crack,Minor,Window Glass,Order Required,Authorized,23,Pasgoda,Friday,Evening,2.5
500,Suzuki Alto,2014,136503,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,In Stock,Authorized,24,Kamburupitiya,Thursday,Evening,3.0
501,Suzuki Alto,2020,77060,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Authorized,15,Akuressa,Saturday,Morning,4.0
502,Suzuki Alto,2020,56582,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Local,15,Havelock Town,Thursday,Evening,7.5
503,Suzuki Alto,2015,112784,Engine,Coolant Leak,Moderate,Radiator Hose,In Stock,Local,6,Mulatiyana,Wednesday,Afternoon,3.0
504,Suzuki Alto,2018,88076,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,12,Devinuwara,Thursday,Morning,1.3
505,Suzuki Alto,2012,155040,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Authorized,4,Kirinda Puhulwella,Thursday,Evening,22.0
506,Suzuki Alto,2015,113177,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,12,Kolonnawa,Friday,Morning,3.5
507,Suzuki Alto,2018,96031,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,4,Meddawatta,Saturday,Evening,4.0
508,Suzuki Alto,2015,115215,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Local,10,Malimbada,Friday,Morning,1.2
509,Suzuki Alto,2014,126641,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,17,Kirinda Puhulwella,Monday,Evening,2.5
510,Suzuki Alto,2020,63560,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,Order Required,Local,5,Kaduwela,Monday,Afternoon,6.0
511,Suzuki Alto,2021,42787,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,4,Havelock Town,Thursday,Morning,6.0
512,Suzuki Alto,2016,103611,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Local,6,Pitabeddara,Wednesday,Evening,3.0
513,Suzuki Alto,2021,53308,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,In Stock,Local,5,Borella,Thursday,Morning,4.0
514,Suzuki Alto,2016,119374,Body,Side Mirror Broken,Minor,Side Mirror,Order Required,Local,12,Dikwella,Friday,Afternoon,1.5
515,Suzuki Alto,2018,88991,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Local,4,Dondra,Monday,Afternoon,19.0
516,Suzuki Alto,2018,80271,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Local,9,Maradana,Friday,Afternoon,1.4
517,Suzuki Alto,2015,118574,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,Order Required,Local,1,Ratmalana,Thursday,Afternoon,8.0
518,Suzuki Alto,2016,124805,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Local,1,Akuressa,Wednesday,Morning,10.0
519,Suzuki Alto,2020,77912,Brake,Weak Braking,Moderate,Brake Pads+Rotors,In Stock,Local,23,Kirulapone,Saturday,Evening,5.5
520,Suzuki Alto,2016,125402,AC,AC Not Cooling,Moderate,Compressor,Order Required,Authorized,15,Walgama,Monday,Afternoon,12.0
521,Suzuki Alto,2017,112578,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Authorized,5,Dehiwala,Thursday,Afternoon,2.0
522,Suzuki Alto,2021,46833,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Authorized,2,Kollupitiya,Friday,Evening,4.0
523,Suzuki Alto,2017,88711,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,Order Required,Local,6,Pallimulla,Saturday,Afternoon,1.7
524,Suzuki Alto,2012,171411,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,Order Required,Local,11,Seethawaka,Monday,Afternoon,4.5
525,Suzuki Alto,2017,94028,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Authorized,12,Paburana,Friday,Evening,8.5
526,Suzuki Alto,2017,92689,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Authorized,10,Dikwella,Thursday,Afternoon,7.0
527,Suzuki Alto,2019,73756,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,8,Matara,Monday,Afternoon,1.7
528,Suzuki Alto,2021,64341,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,Order Required,Authorized,8,Kaduwela,Wednesday,Evening,9.5
529,Suzuki Alto,2018,87991,Engine,Engine Knocking,Major,Connecting Rod Bearings,Order Required,Authorized,14,Malimbada,Thursday,Morning,10.5
530,Suzuki Alto,2015,127887,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Authorized,18,Matara,Tuesday,Afternoon,2.0
531,Suzuki Alto,2015,121798,Body,Window Glass Crack,Minor,Window Glass,In Stock,Local,25,Gandara,Tuesday,Afternoon,3.0
532,Suzuki Alto,2021,61557,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Authorized,15,Maradana,Tuesday,Evening,3.0
533,Suzuki Alto,2019,66640,Body,Door Lock Issue,Minor,Door Lock Mechanism,Order Required,Local,24,Seethawaka,Thursday,Evening,2.0
534,Suzuki Alto,2019,69253,Brake,Weak Braking,Moderate,Brake Pads+Rotors,Order Required,Authorized,11,Ratmalana,Wednesday,Morning,9.0
535,Suzuki Alto,2016,107493,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,1,Kaduwela,Tuesday,Afternoon,4.0
536,Suzuki Alto,2013,157247,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,23,Walgama,Monday,Evening,2.0
537,Suzuki Alto,2012,159759,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Local,24,Gandara,Thursday,Evening,3.0
538,Suzuki Alto,2017,96107,Brake,Weak Braking,Moderate,Brake Pads+Rotors,Order Required,Authorized,9,Kirulapone,Tuesday,Evening,6.5
539,Suzuki Alto,2021,47117,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,12,Bambalapitiya,Wednesday,Afternoon,3.0
540,Suzuki Alto,2020,75447,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,Order Required,Authorized,10,Kaduwela,Monday,Morning,3.0
541,Suzuki Alto,2017,100098,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,8,Meddawatta,Saturday,Afternoon,4.0
542,Suzuki Alto,2021,47452,Electrical,Complete Alternator Failure,Major,Alternator Complete,Order Required,Authorized,7,Hakmana,Saturday,Morning,11.0
543,Suzuki Alto,2016,127882,Body,Side Mirror Broken,Minor,Side Mirror,Order Required,Local,15,Pitabeddara,Friday,Evening,1.4
544,Suzuki Alto,2017,109612,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Local,7,Ratmalana,Wednesday,Morning,6.0
545,Suzuki Alto,2012,166440,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,Order Required,Local,2,Gandara,Monday,Afternoon,9.5
546,Suzuki Alto,2021,65017,Brake,Master Cylinder Failure,Major,Master Cylinder,Order Required,Authorized,7,Walgama,Tuesday,Evening,8.0
547,Suzuki Alto,2015,122078,AC,AC Gas Refill,Minor,Refrigerant Gas,In Stock,Authorized,13,Matara,Wednesday,Evening,2.0
548,Suzuki Alto,2017,104825,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,In Stock,Authorized,21,Meddawatta,Friday,Evening,2.5
549,Suzuki Alto,2018,88646,AC,Refrigerant Leak,Moderate,Condenser,Order Required,Authorized,16,Kamburupitiya,Wednesday,Morning,7.0
550,Suzuki Alto,2017,92723,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,In Stock,Local,19,Havelock Town,Thursday,Evening,2.5
551,Suzuki Alto,2013,162963,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,Order Required,Authorized,13,Kollupitiya,Wednesday,Afternoon,9.5
