Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
372,Suzuki Alto,2022,94067,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Authorized,19,Pitabeddara,Thursday,Evening,1
373,Suzuki Alto,2020,167671,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,16,Ratmalana,Saturday,Evening,2.8
374,Suzuki Alto,2016,216806,Electrical,Headlight Issue,Moderate,Bulb/Fuse,In Stock,Local,3,Devinuwara,Saturday,Morning,0.9
375,Suzuki Alto,2020,162226,Engine,Thermostat Stuck,Moderate,Thermostat Valve,Order Required,Local,23,Athuraliya,Wednesday,Afternoon,0
376,Suzuki Alto,2018,103014,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,20,Welipitiya,Saturday,Evening,4.9
377,Suzuki Alto,2019,84176,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Authorized,20,Dikwella,Friday,Morning,1.4
378,Suzuki Alto,2011,560066,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,19,Walgama,Friday,Evening,2.8
379,Suzuki Alto,2018,81784,Engine,Thermostat Stuck,Major,Thermostat Valve,In Stock,Local,17,Dikwella,Wednesday,Afternoon,6.7
380,Suzuki Alto,2021,36841,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Authorized,20,Thalalla,Tuesday,Morning,1.6
381,Suzuki Alto,2011,57583,AC,Blower Fan Issue,Major,Blower Motor,In Stock,Local,3,Havelock Town,Wednesday,Afternoon,4.7
382,Suzuki Alto,2017,109545,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,6,Grandpass,Monday,Evening,0.5
383,Suzuki Alto,2014,155569,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Local,5,Kamburupitiya,Saturday,Afternoon,1.5
384,Suzuki Alto,2019,62270,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Local,22,Walgama,Monday,Evening,0.5
385,Suzuki Alto,2013,289306,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,14,Nupe,Wednesday,Morning,4.1
386,Suzuki Alto,2018,67613,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Authorized,6,Akuressa,Friday,Evening,0.6
387,Suzuki Alto,2017,262886,Body,Bumper Crack,Minor,Bumper Repair,Order Required,Authorized,13,Nupe,Thursday,Evening,0.9
388,Suzuki Alto,2022,79069,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,14,Dehiwala,Friday,Afternoon,5
389,Suzuki Alto,2013,117701,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,24,Dondra,Thursday,Morning,7.3
390,Suzuki Alto,2018,100969,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Authorized,19,Dikwella,Saturday,Afternoon,2.5
391,Suzuki Alto,2015,109282,Body,Windshield Crack,Major,Windshield Glass,In Stock,Local,1,Kamburupitiya,Thursday,Evening,10.5
392,Suzuki Alto,2016,54275,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,2,Nupe,Saturday,Afternoon,20.4
393,Suzuki Alto,2020,53054,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,10,Dondra,Tuesday,Evening,1.1
394,Suzuki Alto,2017,63869,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Local,2,Kollupitiya,Tuesday,Afternoon,2.1
395,Suzuki Alto,2016,120957,Engine,Misfiring,Major,Spark Plugs/Coils,In Stock,Local,14,Walgama,Thursday,Afternoon,4.2
396,Suzuki Alto,2018,76193,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,20,Kirulapone,Thursday,Morning,0.9
397,Suzuki Alto,2014,143578,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,1,Thihagoda,Friday,Afternoon,3.4
398,Suzuki Alto,2022,89137,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Authorized,8,Kesbewa,Saturday,Evening,15.6
399,Suzuki Alto,2016,152930,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,2,Kamburupitiya,Saturday,Morning,1.9
400,Suzuki Alto,2012,211186,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Authorized,11,Kamburupitiya,Monday,Afternoon,1.8
401,Suzuki Alto,2019,66527,Electrical,Check Engine Light,Moderate,Sensor (O2/MAP),In Stock,Local,24,Kamburupitiya,Tuesday,Evening,0.9
402,Suzuki Alto,2014,121371,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,6,Walgama,Thursday,Afternoon,5.1
403,Suzuki Alto,2012,341069,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Local,24,Dondra,Wednesday,Afternoon,0
404,Suzuki Alto,2020,73228,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Authorized,7,Malimbada,Monday,Evening,2.4
405,Suzuki Alto,2016,137991,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,18,Pallimulla,Saturday,Afternoon,0.5
406,Suzuki Alto,2011,106512,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Authorized,17,Kolonnawa,Wednesday,Evening,3.2
407,Suzuki Alto,2012,437996,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Authorized,19,Thalalla,Thursday,Afternoon,0.8
408,Suzuki Alto,2016,222808,Electrical,Battery Drain,Minor,Battery,In Stock,Local,25,Bambalapitiya,Thursday,Evening,0.5
409,Suzuki Alto,2013,169792,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,18,Thihagoda,Tuesday,Evening,0.6
410,Suzuki Alto,2021,40279,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,20,Dondra,Saturday,Afternoon,0.5
411,Suzuki Alto,2022,84318,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Authorized,6,Pallimulla,Sunday,Morning,1.1
412,Suzuki Alto,2016,281934,Suspension,Shock Absorber Leaking,Minor,Shock Absorbers,In Stock,Local,22,Thalalla,Sunday,Evening,0.8
413,Suzuki Alto,2018,213901,Engine,Hard Starting,Moderate,Starter Motor/Battery,Order Required,Authorized,9,Kolonnawa,Sunday,Evening,1.6
414,Suzuki Alto,2018,219083,Electrical,Battery Drain,Moderate,Battery,In Stock,Local,20,Pitabeddara,Saturday,Morning,0.5
415,Suzuki Alto,2014,39522,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,18,Pasgoda,Tuesday,Evening,5.3
416,Suzuki Alto,2013,479738,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,9,Seethawaka,Wednesday,Afternoon,0
417,Suzuki Alto,2022,23965,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,2,Slave Island,Thursday,Afternoon,5.7
418,Suzuki Alto,2014,383404,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,10,Kamburupitiya,Tuesday,Afternoon,3.8
419,Suzuki Alto,2012,177934,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,5,Thihagoda,Sunday,Morning,3.6
420,Suzuki Alto,2017,219337,Brake,Brake Fluid Leak,Minor,Brake Cylinder/Line,In Stock,Authorized,11,Hiththetiya,Monday,Afternoon,1.2
421,Suzuki Alto,2014,329149,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,4,Grandpass,Wednesday,Morning,15.5
422,Suzuki Alto,2019,37613,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,19,Thalalla,Saturday,Morning,3.9
423,Suzuki Alto,2012,164282,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,10,Kolonnawa,Tuesday,Evening,1.1
424,Suzuki Alto,2014,286967,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,9,Dikwella,Monday,Evening,2.5
425,Suzuki Alto,2021,47131,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,6,Kotapola,Monday,Morning,0.5
426,Suzuki Alto,2018,74022,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Authorized,12,Dikwella,Sunday,Evening,1.8
427,Suzuki Alto,2013,186536,Transmission,Transmission Oil Leak,Minor,Oil Seal,In Stock,Local,10,Gandara,Monday,Afternoon,1.4
428,Suzuki Alto,2021,35014,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,16,Bambalapitiya,Sunday,Afternoon,1.9
429,Suzuki Alto,2021,55769,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Authorized,16,Malimbada,Tuesday,Evening,2.6
430,Suzuki Alto,2012,158944,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,24,Padukka,Saturday,Evening,0.8
431,Suzuki Alto,2013,117420,Engine,Water Pump Failure,Major,Water Pump,Order Required,Local,2,Kesbewa,Monday,Morning,12.8
432,Suzuki Alto,2019,63397,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Authorized,5,Malimbada,Wednesday,Afternoon,4.7
433,Suzuki Alto,2014,184582,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,23,Gandara,Sunday,Morning,1.6
434,Suzuki Alto,2011,121011,Body,Windshield Crack,Major,Windshield Glass,Order Required,Local,22,Walgama,Monday,Morning,5.7
435,Suzuki Alto,2015,80024,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,11,Maradana,Monday,Evening,40.6
436,Suzuki Alto,2020,48180,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,3,Athuraliya,Friday,Afternoon,1.3
437,Suzuki Alto,2013,482102,Electrical,Battery Drain,Minor,Battery,In Stock,Local,2,Hiththetiya,Thursday,Evening,0.5
438,Suzuki Alto,2016,103789,AC,Condenser Leak,Major,Condenser,In Stock,Local,2,Welipitiya,Thursday,Morning,10.6
439,Suzuki Alto,2014,127526,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,5,Thihagoda,Saturday,Morning,4.4
440,Suzuki Alto,2018,48984,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,18,Nupe,Saturday,Morning,1.1
441,Suzuki Alto,2015,321785,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,19,Kesbewa,Monday,Afternoon,29.4
442,Suzuki Alto,2021,43244,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Authorized,20,Matara,Monday,Evening,0.9
443,Suzuki Alto,2011,216058,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,24,Mulatiyana,Wednesday,Evening,1.7
444,Suzuki Alto,2013,107260,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Authorized,6,Padukka,Tuesday,Evening,1.1
445,Suzuki Alto,2020,192309,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,8,Kesbewa,Thursday,Evening,2.3
446,Suzuki Alto,2014,137375,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,23,Kirinda Puhulwella,Friday,Evening,0.5
447,Suzuki Alto,2016,128496,Transmission,Gear Shifting Hard,Major,Gear Cable/Oil,In Stock,Local,12,Welipitiya,Wednesday,Evening,8.9
448,Suzuki Alto,2019,222760,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,5,Pallimulla,Monday,Afternoon,2.5
449,Suzuki Alto,2021,81206,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,6,Dikwella,Tuesday,Evening,0.8
450,Suzuki Alto,2021,11301,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Authorized,7,Paburana,Monday,Afternoon,0.7
451,Suzuki Alto,2018,231891,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,17,Dondra,Sunday,Afternoon,2.1
452,Suzuki Alto,2018,84140,Electrical,Check Engine Light,Moderate,Sensor (O2/MAP),In Stock,Authorized,20,Kotapola,Saturday,Afternoon,1
453,Suzuki Alto,2012,346898,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Local,22,Ratmalana,Wednesday,Evening,1.4
454,Suzuki Alto,2013,39676,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,Order Required,Local,6,Kirinda Puhulwella,Saturday,Afternoon,1.1
455,Suzuki Alto,2016,166528,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,20,Kamburupitiya,Thursday,Morning,0.6
456,Suzuki Alto,2011,182283,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Local,1,Kirinda Puhulwella,Sunday,Afternoon,8.4
457,Suzuki Alto,2020,147026,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,11,Kotapola,Monday,Morning,3.7
458,Suzuki Alto,2014,309147,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Authorized,6,Weligama,Tuesday,Evening,9.5
459,Suzuki Alto,2017,283048,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,16,Nupe,Tuesday,Evening,33.8
460,Suzuki Alto,2018,79073,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,8,Malimbada,Sunday,Evening,0.6
461,Suzuki Alto,2015,118020,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,13,Akuressa,Thursday,Morning,1.2
462,Suzuki Alto,2013,70401,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Authorized,7,Paburana,Sunday,Afternoon,10.2
463,Suzuki Alto,2020,48049,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,3,Dikwella,Saturday,Morning,10.6
464,Suzuki Alto,2015,149972,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,5,Pallimulla,Thursday,Evening,6.3
465,Suzuki Alto,2015,48862,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Local,22,Borella,Wednesday,Evening,0.9
466,Suzuki Alto,2022,12336,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Authorized,20,Nawimana,Wednesday,Morning,2.4
467,Suzuki Alto,2019,81465,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,24,Dikwella,Sunday,Afternoon,0.5
468,Suzuki Alto,2011,159054,Engine,Blown Head Gasket,Moderate,Head Gasket Set,In Stock,Local,11,Athuraliya,Saturday,Afternoon,0
469,Suzuki Alto,2022,35620,Engine,Coolant Leak,Major,Radiator Hose/Pipe,Order Required,Authorized,8,Akuressa,Monday,Afternoon,5.2
470,Suzuki Alto,2017,91537,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,12,Ratmalana,Sunday,Morning,0.5
471,Suzuki Alto,2017,192102,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,9,Kirinda Puhulwella,Sunday,Afternoon,0.8
472,Suzuki Alto,2012,178595,Brake,Disc Rotor Warped,Major,Disc Skimming,Order Required,Local,5,Kotapola,Sunday,Morning,5.9
473,Suzuki Alto,2019,203919,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Authorized,15,Kolonnawa,Monday,Morning,1
474,Suzuki Alto,2015,89756,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Local,11,Modara,Monday,Evening,3.7
475,Suzuki Alto,2016,104100,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Authorized,13,Pitabeddara,Tuesday,Evening,2
476,Suzuki Alto,2015,175678,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Local,25,Mulatiyana,Tuesday,Evening,0.5
477,Suzuki Alto,2016,67496,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,18,Kaduwela,Friday,Afternoon,1
478,Suzuki Alto,2016,198247,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,12,Gandara,Friday,Morning,0.6
479,Suzuki Alto,2022,16057,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Authorized,10,Kotapola,Monday,Afternoon,9.1
480,Suzuki Alto,2014,119373,Engine,Throttle Body Issue,Major,Throttle Body Cleaner,In Stock,Local,15,Athuraliya,Sunday,Morning,3
481,Suzuki Alto,2011,177844,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,15,Kamburupitiya,Thursday,Afternoon,0.9
482,Suzuki Alto,2019,20394,AC,Bad Smell,Moderate,Evaporator Cleaning,In Stock,Authorized,7,Kolonnawa,Sunday,Evening,1.5
483,Suzuki Alto,2011,156585,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,1,Kolonnawa,Wednesday,Afternoon,7.6
484,Suzuki Alto,2021,76994,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,22,Pallimulla,Saturday,Evening,1.8
485,Suzuki Alto,2012,57851,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,5,Dondra,Tuesday,Morning,0.9
486,Suzuki Alto,2013,44235,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,Order Required,Authorized,10,Maradana,Thursday,Morning,2.7
487,Suzuki Alto,2018,85181,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,3,Welipitiya,Monday,Morning,1.4
488,Suzuki Alto,2020,55290,Electrical,Battery Drain,Moderate,Battery,Order Required,Authorized,20,Kaduwela,Thursday,Afternoon,0.5
489,Suzuki Alto,2012,140405,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,Order Required,Local,21,Kesbewa,Monday,Evening,1.9
490,Suzuki Alto,2016,230431,Engine,Coolant Leak,Major,Radiator Hose/Pipe,In Stock,Local,14,Kamburupitiya,Saturday,Evening,3.8
491,Suzuki Alto,2012,149085,Suspension,Wheel Bearing Noise,Minor,Wheel Bearing,In Stock,Authorized,9,Kotapola,Sunday,Evening,1.6
492,Suzuki Alto,2020,61586,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,7,Seethawaka,Sunday,Afternoon,9.8
493,Suzuki Alto,2020,52753,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,25,Devinuwara,Friday,Afternoon,1.7
494,Suzuki Alto,2020,27380,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Authorized,16,Bambalapitiya,Wednesday,Evening,1
495,Suzuki Alto,2012,131281,Engine,Radiator Fan Failure,Major,Fan Motor,In Stock,Local,18,Nawimana,Thursday,Evening,8.9
496,Suzuki Alto,2018,64882,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Authorized,7,Meddawatta,Wednesday,Afternoon,1.6
497,Suzuki Alto,2021,47123,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,3,Kotapola,Friday,Morning,8.9
498,Suzuki Alto,2021,38893,AC,Compressor Noise,Major,Compressor,In Stock,Authorized,17,Athuraliya,Tuesday,Afternoon,8
499,Suzuki Alto,2019,51863,Electrical,Battery Drain,Minor,Battery,In Stock,Local,3,Nupe,Friday,Morning,0.5
500,Suzuki Alto,2011,230272,Engine,Engine Knocking,Major,Engine Overhaul Kit,Order Required,Local,11,Pallimulla,Friday,Afternoon,54.5
501,Suzuki Alto,2018,73440,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Local,19,Malimbada,Thursday,Afternoon,2.8
502,Suzuki Alto,2022,29656,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,5,Padukka,Saturday,Evening,0.5
503,Suzuki Alto,2019,57535,Transmission,Gear Shifting Hard,Major,Gear Cable/Oil,In Stock,Authorized,14,Thalalla,Thursday,Afternoon,9.4
504,Suzuki Alto,2018,84614,Engine,Misfiring,Major,Spark Plugs/Coils,In Stock,Authorized,6,Thihagoda,Monday,Afternoon,6.4
505,Suzuki Alto,2022,48660,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,14,Pallimulla,Thursday,Afternoon,2.2
506,Suzuki Alto,2013,185726,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,17,Seethawaka,Friday,Afternoon,0.5
507,Suzuki Alto,2012,57145,Engine,Thermostat Stuck,Major,Thermostat Valve,Order Required,Local,16,Dondra,Tuesday,Afternoon,7
508,Suzuki Alto,2012,34969,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Local,15,Gandara,Wednesday,Evening,1.4
509,Suzuki Alto,2012,346830,AC,Compressor Noise,Major,Compressor,Order Required,Local,11,Thalalla,Monday,Evening,11.7
510,Suzuki Alto,2013,49567,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,4,Nawimana,Thursday,Morning,1.4
511,Suzuki Alto,2021,103666,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Authorized,12,Slave Island,Saturday,Evening,1.8
512,Suzuki Alto,2012,151146,Electrical,Battery Drain,Moderate,Battery,In Stock,Authorized,9,Kolonnawa,Friday,Afternoon,0.5
513,Suzuki Alto,2022,33212,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Authorized,5,Athuraliya,Sunday,Afternoon,0.6
514,Suzuki Alto,2017,327244,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Local,22,Malimbada,Monday,Evening,2
515,Suzuki Alto,2014,405431,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,23,Matara,Thursday,Evening,1.9
516,Suzuki Alto,2016,53384,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,25,Nupe,Friday,Morning,13.6
517,Suzuki Alto,2020,52713,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,Order Required,Local,18,Maradana,Wednesday,Afternoon,2.4
518,Suzuki Alto,2019,103547,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Authorized,10,Padukka,Monday,Morning,3.4
519,Suzuki Alto,2016,113960,AC,Bad Smell,Moderate,Evaporator Cleaning,Order Required,Local,17,Paburana,Monday,Morning,1.1
520,Suzuki Alto,2014,112977,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,3,Mulatiyana,Tuesday,Evening,1.4
521,Suzuki Alto,2022,58242,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Authorized,20,Pasgoda,Saturday,Evening,12.3
522,Suzuki Alto,2018,76362,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Local,9,Malimbada,Sunday,Afternoon,6.9
523,Suzuki Alto,2014,148410,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,22,Welipitiya,Tuesday,Evening,1.4
524,Suzuki Alto,2014,230776,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Authorized,12,Seethawaka,Sunday,Afternoon,1.2
525,Suzuki Alto,2015,187349,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,11,Paburana,Tuesday,Evening,1.3
526,Suzuki Alto,2012,48518,Engine,Oil Leak (Gasket),Major,Valve Cover Gasket,In Stock,Local,20,Pallimulla,Wednesday,Morning,5.4
527,Suzuki Alto,2012,177879,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,9,Kirulapone,Thursday,Morning,10
528,Suzuki Alto,2013,124858,Suspension,CV Joint Noise,Minor,CV Joint/Boot,In Stock,Local,7,Kolonnawa,Monday,Morning,2
529,Suzuki Alto,2022,38341,Suspension,Bushings Worn,Major,Suspension Bush Kit,In Stock,Authorized,19,Nawimana,Wednesday,Evening,8.5
530,Suzuki Alto,2017,214577,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,14,Nupe,Saturday,Evening,1
531,Suzuki Alto,2014,152479,AC,No Cooling,Major,Refrigerant Gas,In Stock,Authorized,10,Athuraliya,Tuesday,Morning,7.4
532,Suzuki Alto,2021,77247,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,11,Kotapola,Friday,Morning,0.6
533,Suzuki Alto,2020,45591,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Authorized,7,Dehiwala,Monday,Evening,1.8
534,Suzuki Alto,2013,138274,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,22,Padukka,Thursday,Evening,1.8
535,Suzuki Alto,2011,145147,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,1,Dikwella,Tuesday,Afternoon,1.2
536,Suzuki Alto,2012,142641,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,25,Kesbewa,Friday,Afternoon,1.9
537,Suzuki Alto,2019,64524,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,22,Hiththetiya,Tuesday,Morning,32.8
538,Suzuki Alto,2014,46045,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,16,Athuraliya,Friday,Afternoon,2.4
539,Suzuki Alto,2019,89805,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,12,Welipitiya,Saturday,Evening,0.6
540,Suzuki Alto,2012,140465,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,15,Kamburupitiya,Wednesday,Morning,0.8
541,Suzuki Alto,2022,8380,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,21,Athuraliya,Wednesday,Afternoon,2
542,Suzuki Alto,2011,202132,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,23,Kotapola,Monday,Morning,2.1
543,Suzuki Alto,2017,59207,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Local,8,Nupe,Sunday,Evening,0
544,Suzuki Alto,2015,40859,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,16,Welipitiya,Tuesday,Afternoon,6
545,Suzuki Alto,2018,35590,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,16,Modara,Wednesday,Morning,2.6
546,Suzuki Alto,2013,47592,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,17,Devinuwara,Tuesday,Afternoon,0.5
547,Suzuki Alto,2011,171779,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,20,Seethawaka,Sunday,Evening,0.5
548,Suzuki Alto,2012,474582,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Authorized,9,Welipitiya,Sunday,Afternoon,2.1
549,Suzuki Alto,2013,114542,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,12,Kesbewa,Thursday,Evening,0.5
550,Suzuki Alto,2012,98768,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,19,Maradana,Friday,Evening,0.5
551,Suzuki Alto,2013,87799,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Local,13,Akuressa,Wednesday,Morning,3
552,Suzuki Alto,2018,51902,AC,No Cooling,Moderate,Refrigerant Gas,Order Required,Authorized,12,Bambalapitiya,Tuesday,Afternoon,2.2
553,Suzuki Alto,2017,78965,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Local,2,Kotapola,Friday,Morning,2.2
554,Suzuki Alto,2012,79463,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,14,Mulatiyana,Tuesday,Evening,0.7
555,Suzuki Alto,2020,15641,Suspension,Bushings Worn,Major,Suspension Bush Kit,In Stock,Local,1,Akuressa,Thursday,Evening,12.9
556,Suzuki Alto,2018,108045,Electrical,Battery Drain,Minor,Battery,In Stock,Local,3,Kotapola,Thursday,Evening,0.5
557,Suzuki Alto,2012,153773,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,17,Thihagoda,Saturday,Morning,0.5
